elapsed_host_seconds,touch_state,serial_message
53.880,0,No touch detected...
53.880,0,No touch detected...
53.880,0,No touch detected...
54.083,0,No touch detected...
54.083,0,No touch detected...
54.083,0,No touch detected...
54.083,0,No touch detected...
54.288,0,No touch detected...
54.288,0,No touch detected...
54.288,0,No touch detected...
54.288,0,No touch detected...
54.493,0,No touch detected...
54.493,0,No touch detected...
54.493,0,No touch detected...
54.493,0,No touch detected...
54.699,0,No touch detected...
54.699,0,No touch detected...
54.699,0,No touch detected...
54.699,0,No touch detected...
54.901,0,No touch detected...
54.901,0,No touch detected...
54.901,0,No touch detected...
54.901,0,No touch detected...
55.102,0,No touch detected...
55.102,0,No touch detected...
55.102,0,No touch detected...
55.102,0,No touch detected...
55.102,0,No touch detected...
55.303,0,No touch detected...
55.303,0,No touch detected...
55.303,0,No touch detected...
55.303,0,No touch detected...
55.503,0,No touch detected...
55.503,0,No touch detected...
55.503,0,No touch detected...
55.503,0,No touch detected...
55.704,0,No touch detected...
55.704,0,No touch detected...
55.704,0,No touch detected...
55.704,0,No touch detected...
55.905,0,No touch detected...
55.905,0,No touch detected...
55.905,0,No touch detected...
55.905,0,No touch detected...
56.106,0,No touch detected...
56.106,0,No touch detected...
56.106,0,No touch detected...
56.106,0,No touch detected...
56.307,0,No touch detected...
56.307,0,No touch detected...
56.307,0,No touch detected...
56.307,0,No touch detected...
56.508,0,No touch detected...
56.508,0,No touch detected...
56.508,0,No touch detected...
56.508,0,No touch detected...
56.709,0,No touch detected...
56.709,0,No touch detected...
56.709,0,No touch detected...
56.709,0,No touch detected...
56.911,0,No touch detected...
56.911,0,No touch detected...
56.911,0,No touch detected...
56.911,0,No touch detected...
57.113,0,No touch detected...
57.113,0,No touch detected...
57.113,0,No touch detected...
57.113,0,No touch detected...
57.316,0,No touch detected...
57.316,0,No touch detected...
57.316,0,No touch detected...
57.316,0,No touch detected...
57.520,0,No touch detected...
57.520,0,No touch detected...
57.520,0,No touch detected...
57.520,0,No touch detected...
57.724,0,No touch detected...
57.724,0,No touch detected...
57.724,0,No touch detected...
57.724,0,No touch detected...
57.927,0,No touch detected...
57.927,0,No touch detected...
57.927,0,No touch detected...
57.927,0,No touch detected...
58.130,0,No touch detected...
58.130,0,No touch detected...
58.130,0,No touch detected...
58.130,0,No touch detected...
58.331,0,No touch detected...
58.331,0,No touch detected...
58.331,0,No touch detected...
58.331,0,No touch detected...
58.533,0,No touch detected...
58.533,0,No touch detected...
58.533,0,No touch detected...
58.533,0,No touch detected...
58.736,0,No touch detected...
58.736,0,No touch detected...
58.736,0,No touch detected...
58.736,0,No touch detected...
58.939,0,No touch detected...
58.939,0,No touch detected...
58.939,0,No touch detected...
58.939,0,No touch detected...
59.144,0,No touch detected...
59.144,0,No touch detected...
59.144,0,No touch detected...
59.144,0,No touch detected...
59.345,0,No touch detected...
59.345,0,No touch detected...
59.345,0,No touch detected...
59.345,0,No touch detected...
59.551,0,No touch detected...
59.551,0,No touch detected...
59.551,0,No touch detected...
59.551,0,No touch detected...
59.752,0,No touch detected...
59.752,0,No touch detected...
59.752,0,No touch detected...
59.752,0,No touch detected...
59.752,0,No touch detected...
59.952,0,No touch detected...
59.952,0,No touch detected...
59.952,0,No touch detected...
59.952,0,No touch detected...
60.153,0,No touch detected...
60.153,0,No touch detected...
60.153,0,No touch detected...
60.153,0,No touch detected...
60.353,0,No touch detected...
60.353,0,No touch detected...
60.353,0,No touch detected...
60.353,0,No touch detected...
60.554,0,No touch detected...
60.554,0,No touch detected...
60.554,0,No touch detected...
60.554,0,No touch detected...
60.754,0,No touch detected...
60.754,0,No touch detected...
60.754,0,No touch detected...
60.754,0,No touch detected...
60.956,0,No touch detected...
60.956,0,No touch detected...
60.956,0,No touch detected...
60.956,0,No touch detected...
61.156,0,No touch detected...
61.156,0,No touch detected...
61.156,0,No touch detected...
61.156,0,No touch detected...
61.358,0,No touch detected...
61.358,0,No touch detected...
61.358,0,No touch detected...
61.358,0,No touch detected...
61.559,0,No touch detected...
61.559,0,No touch detected...
61.559,0,No touch detected...
61.559,0,No touch detected...
61.760,0,No touch detected...
61.760,0,No touch detected...
61.760,0,No touch detected...
61.760,0,No touch detected...
61.961,0,No touch detected...
61.961,0,No touch detected...
61.961,0,No touch detected...
61.961,0,No touch detected...
62.163,0,No touch detected...
62.163,0,No touch detected...
62.163,0,No touch detected...
62.163,0,No touch detected...
62.365,0,No touch detected...
62.366,0,No touch detected...
62.366,0,No touch detected...
62.366,0,No touch detected...
62.569,0,No touch detected...
62.569,0,No touch detected...
62.569,0,No touch detected...
62.569,0,No touch detected...
62.771,0,No touch detected...
62.771,0,No touch detected...
62.771,0,No touch detected...
62.771,0,No touch detected...
62.975,0,No touch detected...
62.976,0,No touch detected...
62.976,0,No touch detected...
62.976,0,No touch detected...
63.181,0,No touch detected...
63.181,0,No touch detected...
63.181,0,No touch detected...
63.181,0,No touch detected...
63.384,0,No touch detected...
63.384,0,No touch detected...
63.384,0,No touch detected...
63.384,0,No touch detected...
63.589,0,No touch detected...
63.589,0,No touch detected...
63.589,0,No touch detected...
63.589,0,No touch detected...
63.794,0,No touch detected...
63.794,0,No touch detected...
63.794,0,No touch detected...
63.794,0,No touch detected...
63.996,0,No touch detected...
63.997,0,No touch detected...
63.997,0,No touch detected...
63.997,0,No touch detected...
64.202,0,No touch detected...
64.202,0,No touch detected...
64.202,0,No touch detected...
64.202,0,No touch detected...
64.402,0,No touch detected...
64.402,0,No touch detected...
64.402,0,No touch detected...
64.402,0,No touch detected...
64.402,0,No touch detected...
64.602,0,No touch detected...
64.602,0,No touch detected...
64.602,0,No touch detected...
64.603,0,No touch detected...
64.803,0,No touch detected...
64.803,0,No touch detected...
64.803,0,No touch detected...
64.803,0,No touch detected...
65.003,0,No touch detected...
65.003,0,No touch detected...
65.003,0,No touch detected...
65.003,0,No touch detected...
65.204,0,No touch detected...
65.204,0,No touch detected...
65.204,0,No touch detected...
65.204,0,No touch detected...
65.405,0,No touch detected...
65.405,0,No touch detected...
65.405,0,No touch detected...
65.405,0,No touch detected...
65.606,0,No touch detected...
65.606,0,No touch detected...
65.606,0,No touch detected...
65.606,0,No touch detected...
65.807,0,No touch detected...
65.808,0,No touch detected...
65.808,0,No touch detected...
65.808,0,No touch detected...
66.010,0,No touch detected...
66.010,0,No touch detected...
66.010,0,No touch detected...
66.010,0,No touch detected...
66.212,0,No touch detected...
66.212,0,No touch detected...
66.212,0,No touch detected...
66.212,0,No touch detected...
66.415,0,No touch detected...
66.415,0,No touch detected...
66.415,0,No touch detected...
66.415,0,No touch detected...
66.618,0,No touch detected...
66.618,0,No touch detected...
66.618,0,No touch detected...
66.618,0,No touch detected...
66.822,0,No touch detected...
66.822,0,No touch detected...
66.822,0,No touch detected...
66.822,0,No touch detected...
67.027,0,No touch detected...
67.027,0,No touch detected...
67.027,0,No touch detected...
67.027,0,No touch detected...
67.232,0,No touch detected...
67.232,0,No touch detected...
67.232,0,No touch detected...
67.232,0,No touch detected...
67.436,0,No touch detected...
67.436,0,No touch detected...
67.436,0,No touch detected...
67.436,0,No touch detected...
67.641,0,No touch detected...
67.641,0,No touch detected...
67.641,0,No touch detected...
67.641,0,No touch detected...
67.842,0,No touch detected...
67.842,0,No touch detected...
67.842,0,No touch detected...
67.842,0,No touch detected...
68.047,0,No touch detected...
68.047,0,No touch detected...
68.047,0,No touch detected...
68.047,0,No touch detected...
68.251,0,No touch detected...
68.251,0,No touch detected...
68.251,0,No touch detected...
68.251,0,No touch detected...
68.452,0,No touch detected...
68.452,0,No touch detected...
68.452,0,No touch detected...
68.452,0,No touch detected...
68.452,0,No touch detected...
68.652,0,No touch detected...
68.652,0,No touch detected...
68.652,0,No touch detected...
68.652,0,No touch detected...
68.853,0,No touch detected...
68.853,0,No touch detected...
68.853,0,No touch detected...
68.853,0,No touch detected...
69.053,0,No touch detected...
69.053,0,No touch detected...
69.053,0,No touch detected...
69.053,0,No touch detected...
69.254,0,No touch detected...
69.254,0,No touch detected...
69.254,0,No touch detected...
69.254,0,No touch detected...
69.454,0,No touch detected...
69.454,0,No touch detected...
69.454,0,No touch detected...
69.454,0,No touch detected...
69.655,0,No touch detected...
69.655,0,No touch detected...
69.655,0,No touch detected...
69.655,0,No touch detected...
69.856,0,No touch detected...
69.856,0,No touch detected...
69.856,0,No touch detected...
69.856,0,No touch detected...
70.057,0,No touch detected...
70.057,0,No touch detected...
70.057,0,No touch detected...
70.057,0,No touch detected...
70.258,0,No touch detected...
70.259,0,No touch detected...
70.259,0,No touch detected...
70.259,0,No touch detected...
70.460,0,No touch detected...
70.460,0,No touch detected...
70.460,0,No touch detected...
70.460,0,No touch detected...
70.663,0,No touch detected...
70.663,0,No touch detected...
70.663,0,No touch detected...
70.663,0,No touch detected...
70.866,0,No touch detected...
70.866,0,No touch detected...
70.866,0,No touch detected...
70.866,0,No touch detected...
71.067,0,No touch detected...
71.067,0,No touch detected...
71.067,0,No touch detected...
71.067,0,No touch detected...
71.270,0,No touch detected...
71.270,0,No touch detected...
71.270,0,No touch detected...
71.270,0,No touch detected...
71.474,0,No touch detected...
71.475,0,No touch detected...
71.475,0,No touch detected...
71.475,0,No touch detected...
71.676,0,No touch detected...
71.676,0,No touch detected...
71.676,0,No touch detected...
71.676,0,No touch detected...
71.881,0,No touch detected...
71.881,0,No touch detected...
71.881,0,No touch detected...
71.881,0,No touch detected...
72.084,0,No touch detected...
72.084,0,No touch detected...
72.084,0,No touch detected...
72.084,0,No touch detected...
72.287,0,No touch detected...
72.287,0,No touch detected...
72.287,0,No touch detected...
72.287,0,No touch detected...
72.491,0,No touch detected...
72.491,0,No touch detected...
72.491,0,No touch detected...
72.491,0,No touch detected...
72.694,0,No touch detected...
72.694,0,No touch detected...
72.694,0,No touch detected...
72.694,0,No touch detected...
72.895,0,No touch detected...
72.895,0,No touch detected...
72.895,0,No touch detected...
72.895,0,No touch detected...
73.099,0,No touch detected...
73.099,0,No touch detected...
73.099,0,No touch detected...
73.100,0,No touch detected...
73.302,0,No touch detected...
73.302,0,No touch detected...
73.302,0,No touch detected...
73.302,0,No touch detected...
73.302,0,No touch detected...
73.502,0,No touch detected...
73.502,0,No touch detected...
73.502,0,No touch detected...
73.502,0,No touch detected...
73.703,0,No touch detected...
73.703,0,No touch detected...
73.703,0,No touch detected...
73.703,0,No touch detected...
73.903,0,No touch detected...
73.903,0,No touch detected...
73.903,0,No touch detected...
73.903,0,No touch detected...
74.104,0,No touch detected...
74.104,0,No touch detected...
74.104,0,No touch detected...
74.104,0,No touch detected...
74.304,0,No touch detected...
74.305,0,No touch detected...
74.305,0,No touch detected...
74.305,0,No touch detected...
74.505,0,No touch detected...
74.505,0,No touch detected...
74.505,0,No touch detected...
74.505,0,No touch detected...
74.707,0,No touch detected...
74.707,0,No touch detected...
74.707,0,No touch detected...
74.707,0,No touch detected...
74.908,0,No touch detected...
74.908,0,No touch detected...
74.908,0,No touch detected...
74.908,0,No touch detected...
75.109,0,No touch detected...
75.109,0,No touch detected...
75.109,0,No touch detected...
75.109,0,No touch detected...
75.311,0,No touch detected...
75.311,0,No touch detected...
75.311,0,No touch detected...
75.311,0,No touch detected...
75.514,0,No touch detected...
75.514,0,No touch detected...
75.514,0,No touch detected...
75.514,0,No touch detected...
75.717,0,No touch detected...
75.717,0,No touch detected...
75.717,0,No touch detected...
75.717,0,No touch detected...
75.921,0,No touch detected...
75.921,0,No touch detected...
75.921,0,No touch detected...
75.921,0,No touch detected...
76.124,0,No touch detected...
76.125,0,No touch detected...
76.125,0,No touch detected...
76.125,0,No touch detected...
76.330,0,No touch detected...
76.330,0,No touch detected...
76.330,0,No touch detected...
76.330,0,No touch detected...
76.532,0,No touch detected...
76.532,0,No touch detected...
76.532,0,No touch detected...
76.532,0,No touch detected...
76.735,0,No touch detected...
76.735,0,No touch detected...
76.735,0,No touch detected...
76.735,0,No touch detected...
76.939,0,No touch detected...
76.939,0,No touch detected...
76.939,0,No touch detected...
76.939,0,No touch detected...
77.141,0,No touch detected...
77.141,0,No touch detected...
77.141,0,No touch detected...
77.141,0,No touch detected...
77.343,0,No touch detected...
77.344,0,No touch detected...
77.344,0,No touch detected...
77.344,0,No touch detected...
77.549,0,No touch detected...
77.549,0,No touch detected...
77.549,0,No touch detected...
77.549,0,No touch detected...
77.751,0,No touch detected...
77.751,0,No touch detected...
77.751,0,No touch detected...
77.751,0,No touch detected...
77.952,0,No touch detected...
77.952,0,No touch detected...
77.952,0,No touch detected...
77.952,0,No touch detected...
77.952,0,No touch detected...
78.153,0,No touch detected...
78.153,0,No touch detected...
78.153,0,No touch detected...
78.153,0,No touch detected...
78.353,0,No touch detected...
78.353,0,No touch detected...
78.353,0,No touch detected...
78.353,0,No touch detected...
78.554,0,No touch detected...
78.554,0,No touch detected...
78.554,0,No touch detected...
78.554,0,No touch detected...
78.754,0,No touch detected...
78.754,0,No touch detected...
78.754,0,No touch detected...
78.754,0,No touch detected...
78.955,0,No touch detected...
78.955,0,No touch detected...
78.955,0,No touch detected...
78.955,0,No touch detected...
79.156,0,No touch detected...
79.156,0,No touch detected...
79.156,0,No touch detected...
79.156,0,No touch detected...
79.357,0,No touch detected...
79.357,0,No touch detected...
79.357,0,No touch detected...
79.357,0,No touch detected...
79.559,0,No touch detected...
79.559,0,No touch detected...
79.559,0,No touch detected...
79.559,0,No touch detected...
79.761,0,No touch detected...
79.761,0,No touch detected...
79.761,0,No touch detected...
79.761,0,No touch detected...
79.964,0,No touch detected...
79.964,0,No touch detected...
79.964,0,No touch detected...
79.964,0,No touch detected...
80.166,0,No touch detected...
80.166,0,No touch detected...
80.166,0,No touch detected...
80.166,0,No touch detected...
80.370,0,No touch detected...
80.370,0,No touch detected...
80.370,0,No touch detected...
80.370,0,No touch detected...
80.574,0,No touch detected...
80.574,0,No touch detected...
80.575,0,No touch detected...
80.575,0,No touch detected...
80.780,0,No touch detected...
80.780,0,No touch detected...
80.780,0,No touch detected...
80.780,0,No touch detected...
80.983,0,No touch detected...
80.983,0,No touch detected...
80.983,0,No touch detected...
80.983,0,No touch detected...
81.189,0,No touch detected...
81.189,0,No touch detected...
81.189,0,No touch detected...
81.189,0,No touch detected...
81.394,0,No touch detected...
81.394,0,No touch detected...
81.394,0,No touch detected...
81.394,0,No touch detected...
81.597,0,No touch detected...
81.597,0,No touch detected...
81.597,0,No touch detected...
81.597,0,No touch detected...
81.800,0,No touch detected...
81.800,0,No touch detected...
81.800,0,No touch detected...
81.800,0,No touch detected...
82.002,0,No touch detected...
82.002,0,No touch detected...
82.002,0,No touch detected...
82.002,0,No touch detected...
82.202,0,No touch detected...
82.202,0,No touch detected...
82.202,0,No touch detected...
82.202,0,No touch detected...
82.202,0,No touch detected...
82.403,0,No touch detected...
82.403,0,No touch detected...
82.403,0,No touch detected...
82.403,0,No touch detected...
82.603,0,No touch detected...
82.603,0,No touch detected...
82.603,0,No touch detected...
82.603,0,No touch detected...
82.804,0,No touch detected...
82.804,0,No touch detected...
82.804,0,No touch detected...
82.804,0,No touch detected...
83.004,0,No touch detected...
83.004,0,No touch detected...
83.004,0,No touch detected...
83.004,0,No touch detected...
83.205,0,No touch detected...
83.205,0,No touch detected...
83.205,0,No touch detected...
83.205,0,No touch detected...
83.406,0,No touch detected...
83.406,0,No touch detected...
83.406,0,No touch detected...
83.406,0,No touch detected...
83.608,0,No touch detected...
83.608,0,No touch detected...
83.608,0,No touch detected...
83.608,0,No touch detected...
83.809,0,No touch detected...
83.809,0,No touch detected...
83.809,0,No touch detected...
83.809,0,No touch detected...
84.011,0,No touch detected...
84.011,0,No touch detected...
84.011,0,No touch detected...
84.011,0,No touch detected...
84.212,0,No touch detected...
84.212,0,No touch detected...
84.212,0,No touch detected...
84.212,0,No touch detected...
84.414,0,No touch detected...
84.414,0,No touch detected...
84.414,0,No touch detected...
84.414,0,No touch detected...
84.618,0,No touch detected...
84.618,0,No touch detected...
84.618,0,No touch detected...
84.618,0,No touch detected...
84.822,0,No touch detected...
84.822,0,No touch detected...
84.822,0,No touch detected...
84.822,0,No touch detected...
85.027,0,No touch detected...
85.027,0,No touch detected...
85.027,0,No touch detected...
85.027,0,No touch detected...
85.232,0,No touch detected...
85.233,0,No touch detected...
85.233,0,No touch detected...
85.233,0,No touch detected...
85.438,0,No touch detected...
85.438,0,No touch detected...
85.438,0,No touch detected...
85.438,0,No touch detected...
85.643,0,No touch detected...
85.643,0,No touch detected...
85.643,0,No touch detected...
85.643,0,No touch detected...
85.848,0,No touch detected...
85.848,0,No touch detected...
85.849,0,No touch detected...
85.849,0,No touch detected...
86.051,0,No touch detected...
86.051,0,No touch detected...
86.051,0,No touch detected...
86.051,0,No touch detected...
86.252,0,No touch detected...
86.252,0,No touch detected...
86.252,0,No touch detected...
86.252,0,No touch detected...
86.252,0,No touch detected...
86.452,0,No touch detected...
86.453,0,No touch detected...
86.453,0,No touch detected...
86.453,0,No touch detected...
86.653,0,No touch detected...
86.653,0,No touch detected...
86.653,0,No touch detected...
86.653,0,No touch detected...
86.853,0,No touch detected...
86.853,0,No touch detected...
86.853,0,No touch detected...
86.853,0,No touch detected...
87.054,0,No touch detected...
87.054,0,No touch detected...
87.054,0,No touch detected...
87.054,0,No touch detected...
87.255,0,No touch detected...
87.255,0,No touch detected...
87.255,0,No touch detected...
87.255,0,No touch detected...
87.455,0,No touch detected...
87.455,0,No touch detected...
87.455,0,No touch detected...
87.455,0,No touch detected...
87.657,0,No touch detected...
87.657,0,No touch detected...
87.657,0,No touch detected...
87.657,0,No touch detected...
87.858,0,No touch detected...
87.858,0,No touch detected...
87.858,0,No touch detected...
87.858,0,No touch detected...
88.060,0,No touch detected...
88.060,0,No touch detected...
88.060,0,No touch detected...
88.060,0,No touch detected...
88.263,0,No touch detected...
88.263,0,No touch detected...
88.263,0,No touch detected...
88.263,0,No touch detected...
88.466,0,No touch detected...
88.466,0,No touch detected...
88.466,0,No touch detected...
88.466,0,No touch detected...
88.669,0,No touch detected...
88.669,0,No touch detected...
88.669,0,No touch detected...
88.669,0,No touch detected...
88.874,0,No touch detected...
88.874,0,No touch detected...
88.874,0,No touch detected...
88.874,0,No touch detected...
89.079,0,No touch detected...
89.079,0,No touch detected...
89.079,0,No touch detected...
89.079,0,No touch detected...
89.282,0,No touch detected...
89.282,0,No touch detected...
89.282,0,No touch detected...
89.282,0,No touch detected...
89.483,0,No touch detected...
89.483,0,No touch detected...
89.484,0,No touch detected...
89.484,0,No touch detected...
89.687,0,No touch detected...
89.687,0,No touch detected...
89.687,0,No touch detected...
89.687,0,No touch detected...
89.891,0,No touch detected...
89.891,0,No touch detected...
89.891,0,No touch detected...
89.891,0,No touch detected...
90.095,0,No touch detected...
90.095,0,No touch detected...
90.095,0,No touch detected...
90.095,0,No touch detected...
90.300,0,No touch detected...
90.300,0,No touch detected...
90.300,0,No touch detected...
90.300,0,No touch detected...
90.502,0,No touch detected...
90.502,0,No touch detected...
90.502,0,No touch detected...
90.502,0,No touch detected...
90.502,0,No touch detected...
90.703,0,No touch detected...
90.703,0,No touch detected...
90.703,0,No touch detected...
90.703,0,No touch detected...
90.903,0,No touch detected...
90.903,0,No touch detected...
90.903,0,No touch detected...
90.903,0,No touch detected...
91.103,0,No touch detected...
91.104,0,No touch detected...
91.104,0,No touch detected...
91.104,0,No touch detected...
91.305,0,No touch detected...
91.305,0,No touch detected...
91.305,0,No touch detected...
91.305,0,No touch detected...
91.506,0,No touch detected...
91.506,0,No touch detected...
91.506,0,No touch detected...
91.506,0,No touch detected...
91.707,0,No touch detected...
91.707,0,No touch detected...
91.707,0,No touch detected...
91.707,0,No touch detected...
91.908,0,No touch detected...
91.909,0,No touch detected...
91.909,0,No touch detected...
91.909,0,No touch detected...
92.110,0,No touch detected...
92.110,0,No touch detected...
92.111,0,No touch detected...
92.111,0,No touch detected...
92.312,0,No touch detected...
92.313,0,No touch detected...
92.313,0,No touch detected...
92.313,0,No touch detected...
92.515,0,No touch detected...
92.515,0,No touch detected...
92.515,0,No touch detected...
92.516,0,No touch detected...
92.717,0,No touch detected...
92.717,0,No touch detected...
92.717,0,No touch detected...
92.717,0,No touch detected...
92.918,0,No touch detected...
92.918,0,No touch detected...
92.918,0,No touch detected...
92.918,0,No touch detected...
93.120,0,No touch detected...
93.121,0,No touch detected...
93.121,0,No touch detected...
93.121,0,No touch detected...
93.323,0,No touch detected...
93.323,0,No touch detected...
93.323,0,No touch detected...
93.323,0,No touch detected...
93.525,0,No touch detected...
93.525,0,No touch detected...
93.525,0,No touch detected...
93.525,0,No touch detected...
93.727,0,No touch detected...
93.727,0,No touch detected...
93.727,0,No touch detected...
93.727,0,No touch detected...
93.930,0,No touch detected...
93.930,0,No touch detected...
93.930,0,No touch detected...
93.930,0,No touch detected...
94.132,0,No touch detected...
94.132,0,No touch detected...
94.132,0,No touch detected...
94.132,0,No touch detected...
94.337,0,No touch detected...
94.337,0,No touch detected...
94.337,0,No touch detected...
94.337,0,No touch detected...
94.541,0,No touch detected...
94.541,0,No touch detected...
94.541,0,No touch detected...
94.541,0,No touch detected...
94.743,0,No touch detected...
94.743,0,No touch detected...
94.743,0,No touch detected...
94.743,0,No touch detected...
94.948,0,No touch detected...
94.948,0,No touch detected...
94.948,0,No touch detected...
94.948,0,No touch detected...
95.151,0,No touch detected...
95.151,0,No touch detected...
95.151,0,No touch detected...
95.151,0,No touch detected...
95.352,0,No touch detected...
95.352,0,No touch detected...
95.352,0,No touch detected...
95.352,0,No touch detected...
95.352,0,No touch detected...
95.553,0,No touch detected...
95.553,0,No touch detected...
95.553,0,No touch detected...
95.553,0,No touch detected...
95.753,0,No touch detected...
95.753,0,No touch detected...
95.753,0,No touch detected...
95.753,0,No touch detected...
95.954,0,No touch detected...
95.954,0,No touch detected...
95.954,0,No touch detected...
95.954,0,No touch detected...
96.154,0,No touch detected...
96.154,0,No touch detected...
96.154,0,No touch detected...
96.154,0,No touch detected...
96.355,0,No touch detected...
96.355,0,No touch detected...
96.355,0,No touch detected...
96.356,0,No touch detected...
96.556,0,No touch detected...
96.557,0,No touch detected...
96.557,0,No touch detected...
96.557,0,No touch detected...
96.758,0,No touch detected...
96.758,0,No touch detected...
96.758,0,No touch detected...
96.758,0,No touch detected...
96.960,0,No touch detected...
96.960,0,No touch detected...
96.960,0,No touch detected...
96.960,0,No touch detected...
97.161,0,No touch detected...
97.161,0,No touch detected...
97.161,0,No touch detected...
97.161,0,No touch detected...
97.362,0,No touch detected...
97.362,0,No touch detected...
97.362,0,No touch detected...
97.362,0,No touch detected...
97.562,0,No touch detected...
97.562,0,No touch detected...
97.562,0,No touch detected...
97.562,0,No touch detected...
97.764,0,No touch detected...
97.764,0,No touch detected...
97.764,0,No touch detected...
97.764,0,No touch detected...
97.965,0,No touch detected...
97.965,0,No touch detected...
97.965,0,No touch detected...
97.965,0,No touch detected...
98.168,0,No touch detected...
98.168,0,No touch detected...
98.168,0,No touch detected...
98.168,0,No touch detected...
98.369,0,No touch detected...
98.369,0,No touch detected...
98.369,0,No touch detected...
98.369,0,No touch detected...
98.574,0,No touch detected...
98.574,0,No touch detected...
98.574,0,No touch detected...
98.574,0,No touch detected...
98.775,0,No touch detected...
98.775,0,No touch detected...
98.775,0,No touch detected...
98.775,0,No touch detected...
98.980,0,No touch detected...
98.980,0,No touch detected...
98.980,0,No touch detected...
98.980,0,No touch detected...
99.183,0,No touch detected...
99.184,0,No touch detected...
99.184,0,No touch detected...
99.184,0,No touch detected...
99.389,0,No touch detected...
99.389,0,No touch detected...
99.389,0,No touch detected...
99.389,0,No touch detected...
99.594,0,No touch detected...
99.594,0,No touch detected...
99.594,0,No touch detected...
99.594,0,No touch detected...
99.799,0,No touch detected...
99.799,0,No touch detected...
99.799,0,No touch detected...
99.799,0,No touch detected...
100.000,0,No touch detected...
100.000,0,No touch detected...
100.000,0,No touch detected...
100.000,0,No touch detected...
100.202,0,No touch detected...
100.202,0,No touch detected...
100.202,0,No touch detected...
100.202,0,No touch detected...
100.202,0,No touch detected...
100.402,0,No touch detected...
100.402,0,No touch detected...
100.403,0,No touch detected...
100.403,0,No touch detected...
100.603,0,No touch detected...
100.603,0,No touch detected...
100.603,0,No touch detected...
100.603,0,No touch detected...
100.803,0,No touch detected...
100.803,0,No touch detected...
100.803,0,No touch detected...
100.803,0,No touch detected...
101.004,0,No touch detected...
101.004,0,No touch detected...
101.004,0,No touch detected...
101.004,0,No touch detected...
101.205,0,No touch detected...
101.205,0,No touch detected...
101.205,0,No touch detected...
101.205,0,No touch detected...
101.406,0,No touch detected...
101.406,0,No touch detected...
101.407,0,No touch detected...
101.407,0,No touch detected...
101.608,0,No touch detected...
101.608,0,No touch detected...
101.608,0,No touch detected...
101.608,0,No touch detected...
101.809,0,No touch detected...
101.809,0,No touch detected...
101.810,0,No touch detected...
101.810,0,No touch detected...
102.010,0,No touch detected...
102.010,0,No touch detected...
102.010,0,No touch detected...
102.010,0,No touch detected...
102.213,0,No touch detected...
102.213,0,No touch detected...
102.213,0,No touch detected...
102.213,0,No touch detected...
102.416,0,No touch detected...
102.416,0,No touch detected...
102.416,0,No touch detected...
102.416,0,No touch detected...
102.617,0,No touch detected...
102.617,0,No touch detected...
102.618,0,No touch detected...
102.618,0,No touch detected...
102.822,0,No touch detected...
102.822,0,No touch detected...
102.822,0,No touch detected...
102.822,0,No touch detected...
103.027,0,No touch detected...
103.027,0,No touch detected...
103.027,0,No touch detected...
103.027,0,No touch detected...
103.232,0,No touch detected...
103.232,0,No touch detected...
103.232,0,No touch detected...
103.232,0,No touch detected...
103.433,0,No touch detected...
103.433,0,No touch detected...
103.433,0,No touch detected...
103.433,0,No touch detected...
103.638,0,No touch detected...
103.638,0,No touch detected...
103.638,0,No touch detected...
103.638,0,No touch detected...
103.843,0,No touch detected...
103.843,0,No touch detected...
103.843,0,No touch detected...
103.843,0,No touch detected...
104.046,0,No touch detected...
104.046,0,No touch detected...
104.046,0,No touch detected...
104.046,0,No touch detected...
104.251,0,No touch detected...
104.251,0,No touch detected...
104.251,0,No touch detected...
104.251,0,No touch detected...
104.452,0,No touch detected...
104.452,0,No touch detected...
104.452,0,No touch detected...
104.452,0,No touch detected...
104.452,0,No touch detected...
104.653,0,No touch detected...
104.653,0,No touch detected...
104.653,0,No touch detected...
104.653,0,No touch detected...
104.853,0,No touch detected...
104.853,0,No touch detected...
104.853,0,No touch detected...
104.853,0,No touch detected...
105.054,0,No touch detected...
105.054,0,No touch detected...
105.054,0,No touch detected...
105.054,0,No touch detected...
105.254,0,No touch detected...
105.254,0,No touch detected...
105.254,0,No touch detected...
105.254,0,No touch detected...
105.455,0,No touch detected...
105.455,0,No touch detected...
105.455,0,No touch detected...
105.455,0,No touch detected...
105.656,0,No touch detected...
105.656,0,No touch detected...
105.656,0,No touch detected...
105.656,0,No touch detected...
105.857,0,No touch detected...
105.857,0,No touch detected...
105.857,0,No touch detected...
105.857,0,No touch detected...
106.058,0,No touch detected...
106.058,0,No touch detected...
106.058,0,No touch detected...
106.058,0,No touch detected...
106.260,0,No touch detected...
106.260,0,No touch detected...
106.260,0,No touch detected...
106.260,0,No touch detected...
106.463,0,No touch detected...
106.463,0,No touch detected...
106.463,0,No touch detected...
106.463,0,No touch detected...
106.663,0,No touch detected...
106.663,0,No touch detected...
106.663,0,No touch detected...
106.663,0,No touch detected...
106.866,0,No touch detected...
106.866,0,No touch detected...
106.866,0,No touch detected...
106.866,0,No touch detected...
107.069,0,No touch detected...
107.069,0,No touch detected...
107.069,0,No touch detected...
107.069,0,No touch detected...
107.271,0,No touch detected...
107.271,0,No touch detected...
107.272,0,No touch detected...
107.272,0,No touch detected...
107.477,0,No touch detected...
107.477,0,No touch detected...
107.477,0,No touch detected...
107.477,0,No touch detected...
